Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
27276428,The Gene: An Intimate History,Siddhartha Mukherjee,"Mukherjee, Siddhartha",,"=""""","=""""",0,4.35,Scribner,Hardcover,592,2016,2016,,2022/10/12,currently-reading,currently-reading (#5),currently-reading,,,,1,0
180506,If the Universe Is Teeming with Aliens ... Where Is Everybody?: Fifty Solutions to the Fermi Paradox and the Problem of Extraterrestrial Life,Stephen  Webb,"Webb, Stephen",,"=""0387955011""","=""9780387955018""",3,4.20,Copernicus Books,Hardcover,288,2002,2002,2022/10/12,2022/10/04,"2022, non-fiction, philosophy-theology","2022 (#63), non-fiction (#439), philosophy-theology (#212)",read,,,,1,0
45299992,"If You Tell: a True Story of Murder, Family Secrets, and the Unbreakable Bond of Sisterhood",Gregg Olsen,"Olsen, Gregg",,"=""""","=""""",3,4.00,Thomas & Mercer,Kindle Edition,410,2019,2019,2022/10/05,2022/10/03,"2022, biography-memoarer, non-fiction","2022 (#62), biography-memoarer (#68), non-fiction (#438)",read,,,,1,0
59149218,The Illusionist Brain: The Neuroscience of Magic,Jordi Camí,"Camí, Jordi","Luis M. Martínez, Luis M. Rubio-Martinez","=""0691208441""","=""9780691208442""",3,3.89,Princeton University Press,Hardcover,248,2022,,2022/10/03,2022/09/28,"2022, non-fiction, science-history","2022 (#61), non-fiction (#437), science-history (#244)",read,,,,1,0
60645539,"Force: What It Means to Push and Pull, Slip and Grip, Start and Stop",Henry Petroski,"Petroski, Henry",,"=""0300260792""","=""9780300260793""",3,3.44,Yale University Press,Hardcover,328,2022,,2022/09/28,2022/09/25,"2022, non-fiction, science-history","2022 (#60), non-fiction (#436), science-history (#243)",read,,,,1,0
57993448,Appearance in Reality,John Heil,"Heil, John",,"=""0198865457""","=""9780198865452""",3,3.50,"Oxford University Press, USA",Hardcover,288,2021,,2022/09/25,2022/09/12,"2022, non-fiction, philosophy-theology","2022 (#59), non-fiction (#435), philosophy-theology (#211)",read,,,,1,0
7126,The Count of Monte Cristo,Alexandre Dumas,"Dumas, Alexandre",Robin Buss,"=""0140449264""","=""9780140449266""",2,4.28,Penguin Classics,Paperback,1276,2003,1844,2022/09/16,2022/08/22,"2022, fiction","2022 (#58), fiction (#155)",read,,,,1,0
14497,"Neverwhere (London Below, #1)",Neil Gaiman,"Gaiman, Neil",,"=""0060557818""","=""9780060557812""",3,4.17,William Morrow Paperbacks,Paperback,370,2003,1996,2022/09/12,2022/09/07,"2022, fiction","2022 (#57), fiction (#154)",read,,,,1,0
59802037,What We Owe the Future,William MacAskill,"MacAskill, William",,"=""1541618629""","=""9781541618626""",5,4.10,Basic Books,Hardcover,335,2022,2022,2022/09/05,2022/08/31,"2022, non-fiction, philosophy-theology","2022 (#56), non-fiction (#434), philosophy-theology (#210)",read,,,,1,0
61737762,"Gränslös (William Wisting, #16)",Jørn Lier Horst,"Horst, Jørn Lier",,"=""9146239820""","=""9789146239826""",3,3.64,Wahlström & Widstrand,Hardcover,350,2022,2021,2022/08/31,2022/08/30,"2022, fiction","2022 (#55), fiction (#153)",read,,,,1,0
200116,Socrates Cafe: A Fresh Taste of Philosophy,Christopher   Phillips,"Phillips, Christopher",,"=""039332298X""","=""9780393322989""",2,3.67,W. W. Norton  Company,Paperback,256,2002,2001,2022/08/30,2022/08/28,"2022, non-fiction, philosophy-theology","2022 (#54), non-fiction (#433), philosophy-theology (#209)",read,,,,1,0
56134934,On the Origin of Evolution: Tracing ‘Darwin’s Dangerous Idea’ from Aristotle to DNA,John Gribbin,"Gribbin, John",Mary Gribbin,"=""""","=""""",4,3.81,,Kindle Edition,,2020,2020,2022/08/19,2022/08/18,"2022, non-fiction, science-history","2022 (#53), non-fiction (#432), science-history (#242)",read,,,,1,0
59205150,Game Theory: Understanding the Mathematics of Life,Brian Clegg,"Clegg, Brian",,"=""1785788329""","=""9781785788321""",4,3.28,Icon Books,Paperback,176,2022,,2022/08/18,2022/08/17,"2022, non-fiction, philosophy-theology","2022 (#52), non-fiction (#431), philosophy-theology (#208)",read,,,,1,0
35167699,From Bacteria to Bach and Back: The Evolution of Minds,Daniel C. Dennett,"Dennett, Daniel C.",,"=""0393355500""","=""9780393355505""",4,3.78,W. W. Norton  Company,Paperback,477,2018,2017,2022/08/17,2022/08/15,,,read,,,,1,0
44643009,What It Means to Be Moral: Why Religion Is Not Necessary for Living an Ethical Life,Phil Zuckerman,"Zuckerman, Phil",,"=""""","=""""",4,4.27,Counterpoint,Kindle Edition,320,2019,2019,2022/08/15,2022/08/15,"2022, non-fiction, philosophy-theology","2022 (#51), non-fiction (#430), philosophy-theology (#207)",read,,,,1,0
58085260,Dark and Magical Places: The Neuroscience of Navigation,Christopher Kemp,"Kemp, Christopher",,"=""1324005386""","=""9781324005384""",3,3.99,W. W. Norton & Company,Hardcover,256,2022,,2022/08/15,2022/07/12,"2022, non-fiction, science-history","2022 (#50), non-fiction (#429), science-history (#241)",read,,,,1,0
60235633,Jag var Mengeles patolog: En läkares ögonvittnesskildring från Auschwitz,Miklós Nyiszli,"Nyiszli, Miklós",,"=""""","=""9789179035150""",4,4.29,Lind & Co,Hardcover,230,2022,1946,2022/03/24,2022/03/23,"2022, non-fiction, science-history, biography-memoarer","2022 (#20), non-fiction (#409), science-history (#230), biography-memoarer (#63)",read,,,,1,0
57203194,Flights of Fancy: Defying Gravity by Design and Evolution,Richard Dawkins,"Dawkins, Richard",Jana Lenzová,"=""""","=""""",3,4.22,Apollo,Kindle Edition,282,2021,2021,2022/07/12,2022/07/11,"2022, non-fiction, science-history","2022 (#49), non-fiction (#428), science-history (#240)",read,,,,1,0
58885956,The Joy of Science,Jim Al-Khalili,"Al-Khalili, Jim",,"=""0691211574""","=""9780691211572""",4,3.61,Princeton University Press,Hardcover,224,2022,,2022/07/11,2022/07/10,"2022, non-fiction, philosophy-theology","2022 (#48), non-fiction (#427), philosophy-theology (#206)",read,,,,1,0
58986891,A Better Ape: The Evolution of the Moral Mind and How It Made Us Human,Victor Kumar,"Kumar, Victor",Richmond Campbell,"=""0197600123""","=""9780197600122""",3,3.92,"Oxford University Press, USA",Hardcover,376,2022,,2022/07/10,2022/06/29,"2022, non-fiction, philosophy-theology","2022 (#47), non-fiction (#426), philosophy-theology (#205)",read,,,,1,0
208089,Persons & Causes: The Metaphysics of Free Will,Timothy O'Connor,"O'Connor, Timothy",,"=""019515374X""","=""9780195153743""",0,3.71,"Oxford University Press, USA",Paperback,160,2002,1999,,2022/06/29,currently-reading,currently-reading (#4),currently-reading,,,,1,0
58721072,"A Brief History of Timekeeping: The Science of Marking Time, from Stonehenge to Atomic Clocks",Chad Orzel,"Orzel, Chad",,"=""1953295606""","=""9781953295606""",4,3.52,,Paperback,324,2022,2022,2022/06/29,2022/06/27,"2022, non-fiction, science-history","2022 (#46), non-fiction (#425), science-history (#239)",read,,,,1,0
52575134,In Search of a Theory of Everything: The Philosophy Behind Physics,Demetris Nicolaides,"Nicolaides, Demetris",,"=""019009835X""","=""9780190098353""",3,3.79,"Oxford University Press, USA",Hardcover,186,2020,,2022/06/27,2022/06/21,"2022, philosophy-theology, science-history","2022 (#45), philosophy-theology (#204), science-history (#238)",read,,,,1,0
54425528,Probable Impossibilities: Musings on Beginnings and Endings,Alan Lightman,"Lightman, Alan",,"=""152474901X""","=""9781524749019""",4,4.01,Pantheon Books,Hardcover,208,2021,2021,2022/06/23,2021/11/25,"2022, non-fiction, philosophy-theology, science-history","2022 (#44), non-fiction (#424), philosophy-theology (#203), science-history (#237)",read,,,,1,0
49203406,How to Educate a Citizen: The Power of Shared Knowledge to Unify a Nation,E.D. Hirsch Jr.,"Jr., E.D. Hirsch",,"=""0063001926""","=""9780063001923""",3,3.80,Harper,Hardcover,224,2020,2020,2022/06/23,2022/06/22,"2022, philosophy-theology","2022 (#43), philosophy-theology (#202)",read,,,,1,0
61300539,Gustaf Mannerheim: aristokrat i vadmal,Henrik Meinander,"Meinander, Henrik",,"=""""","=""9789177791430""",3,3.99,Lind Co,Mass Market Paperback,317,2018,,2022/06/22,2022/06/16,"2022, biography-memoarer, science-history","2022 (#42), biography-memoarer (#67), science-history (#236)",read,,,,1,0
60899268,"Kult (Mina Dabiri og Vincent Walder, #2)",Camilla Läckberg,"Läckberg, Camilla",Henrik Fexeus,"=""""","=""9789137158983""",2,3.78,Bokförlaget Forum,ebook,350,2022,,2022/06/16,2022/06/15,fiction,fiction (#152),read,,,,1,0
8701960,"The Information: A History, a Theory, a Flood",James Gleick,"Gleick, James",,"=""0375423729""","=""9780375423727""",0,4.02,Knopf Doubleday Publishing Group,Hardcover,527,2011,2011,,2022/06/15,to-read,to-read (#38),to-read,,,,0,0
7901962,Here's Looking at Euclid: A Surprising Excursion Through the Astonishing World of Math,Alex Bellos,"Bellos, Alex",,"=""1416588256""","=""9781416588252""",0,4.11,Simon & Schuster,Hardcover,319,2010,2010,2021/08/09,2021/08/27,to-read,to-read (#34),to-read,,,,1,0
58041995,Box,Camilla Läckberg,"Läckberg, Camilla",Henrik Fexeus,"=""""","=""9789143537833""",3,3.88,Bokförlaget Forum,Hardcover,350,2021,2021,2022/06/10,2022/06/10,"2022, fiction","2022 (#41), fiction (#151)",read,,,,1,0
34534,"The Amazing Maurice and His Educated Rodents (Discworld, #28)",Terry Pratchett,"Pratchett, Terry",,"=""006001234X""","=""9780060012342""",3,4.05,HarperCollins,Hardcover,256,2001,2001,2022/06/06,2022/06/02,"currently-reading, 2022, fiction","currently-reading (#3), 2022 (#40), fiction (#150)",read,,,,1,0
59638714,Sovjetunionens skendöd: en historia om det moderna Ryssland,Kristian Gerner,"Gerner, Kristian",,"=""""","=""9789177895893""",0,3.03,Historiska Media,Hardcover,336,2021,,2022/06/02,2022/06/02,"2022, non-fiction, science-history","2022 (#39), non-fiction (#423), science-history (#235)",read,,,,1,0
60479799,Morden i Fleat House,Lucinda Riley,"Riley, Lucinda",Anna Thuresson,"=""9180064337""","=""9789180064330""",3,4.19,Bazar Förlag,Hardcover,440,2022,2022,2022/06/02,2022/05/30,"2022, fiction","2022 (#38), fiction (#149)",read,,,,1,0
60765990,Sarek,Ulf Kvensler,"Kvensler, Ulf",,"=""""","=""9789100196745""",3,3.52,Albert Bonners förlag,Hardcover,433,2022,,2022/05/30,2022/05/24,"2022, fiction","2022 (#37), fiction (#148)",read,,,,1,0
54622937,Helgoland,Carlo Rovelli,"Rovelli, Carlo",,"=""8845935051""","=""9788845935053""",3,4.09,Adelphi,Paperback,216,2020,2020,2021/05/29,2021/04/11,"2021, non-fiction, science-history","2021 (#43), non-fiction (#365), science-history (#206)",read,,,,1,0
53334497,Slöseriet med dina skattepengar: 258 exempel du inte vill betala för,Johan Gustafsson,"Gustafsson, Johan",,"=""""","=""9789188849601""",4,3.83,Ekerlids förlag,,282,2020,,2022/05/24,2022/05/23,"2022, non-fiction, philosophy-theology","2022 (#36), non-fiction (#422), philosophy-theology (#201)",read,,,,1,0
25063645,Gösta Berlin,Selma Lagerlöf,"Lagerlöf, Selma",,"=""""","=""""",2,3.67,Nymphenburger Verlagsbuchhandlung,Hardcover,,1948,1891,2022/05/23,2022/05/19,"2022, fiction","2022 (#35), fiction (#147)",read,,,,1,0
36137182,Mannerheim : marsken - masken - myten,Herman Lindqvist,"Lindqvist, Herman",,"=""""","=""9789100176211""",4,4.00,Albert Bonniers,Hardcover,503,2017,2017,2022/05/19,2022/05/17,"biography-memoarer, non-fiction","biography-memoarer (#66), non-fiction (#421)",read,,,,1,0
33773143,Stalins dotter : Svetlana Allilujevas märkliga och tumultartade liv,Rosemary Sullivan,"Sullivan, Rosemary",,"=""""","=""9789113046532""",3,3.96,Nordstedts,Hardcover,515,2016,2015,2022/05/17,2022/05/12,"2022, biography-memoarer, non-fiction","2022 (#34), biography-memoarer (#65), non-fiction (#420)",read,,,,1,0
36404180,Alternativa fakta - Om kunskapen och dess fiender,Åsa Wikforss,"Wikforss, Åsa",,"=""""","=""9789187935893""",4,3.79,Fri Tanke förlag,Hardcover,261,2017,2017,2022/05/12,2022/05/10,"2022, non-fiction, philosophy-theology","2022 (#33), non-fiction (#419), philosophy-theology (#200)",read,,,,1,0
36692368,Vi och dom,Bengt Jangfeldt,"Jangfeldt, Bengt",,"=""""","=""9789146229636""",0,3.75,Wahlström Widstrand,Paperback,208,2017,2017,2022/05/11,2022/05/10,"non-fiction, science-history","non-fiction (#418), science-history (#234)",read,,,,1,0
60404530,Tvillingarna i Auschwitz,Eva Mozes Kor,"Kor, Eva Mozes",Lisa Rojany Buccieri,"=""""","=""9789189357426""",3,4.23,Bokförlaget NoNa,Hardcover,187,2021,2020,2022/05/10,2022/05/09,"2022, biography-memoarer, non-fiction","2022 (#32), biography-memoarer (#64), non-fiction (#417)",read,,,,1,0
30656584,"Björnstad (Björnstad, #1)",Fredrik Backman,"Backman, Fredrik",,"=""""","=""9789164204967""",3,4.28,Piratförlaget,Hardcover,470,2016,2016,2022/05/09,2022/05/09,"2022, fiction","2022 (#31), fiction (#146)",read,,,,1,0
18775247,"Mr. Mercedes (Bill Hodges Trilogy, #1)",Stephen King,"King, Stephen",,"=""1476754454""","=""9781476754451""",2,3.99,Scribner,Hardcover,437,2014,2014,2022/05/04,2022/04/29,"2022, fiction","2022 (#30), fiction (#145)",read,,,,1,0
15159960,Of Ants and Dinosaurs,Liu Cixin,"Cixin, Liu",Holger Nahm,"=""""","=""""",4,3.89,"Beijing Guomi Digital Technology Co., Ltd.",Kindle Edition,55,2012,2003,2020/11/26,2020/11/24,"2020, fiction","2020 (#57), fiction (#112)",read,,,,1,0
18912,The Sublime Object of Ideology,Slavoj Žižek,"Žižek, Slavoj",Ernesto Laclau,"=""0860919714""","=""9780860919711""",3,4.07,Verso,Paperback,256,1989,1989,2022/04/28,2022/04/22,"2022, non-fiction, philosophy-theology","2022 (#29), non-fiction (#416), philosophy-theology (#199)",read,,,,1,0
59708444,I drakens spår,Marc Cameron,"Cameron, Marc",,"=""""","=""9789189298477""",3,3.00,BookMark,Hardcover,,2021,2021,2022/04/21,2022/04/19,"2022, fiction","2022 (#28), fiction (#144)",read,,,,1,0
9897792,The Dyslexic Advantage: Unlocking the Hidden Potential of the Dyslexic Brain,Brock L. Eide,"Eide, Brock L.",Fernette F. Eide,"=""1594630798""","=""9781594630798""",3,4.34,Hudson Street Press,Hardcover,304,2011,2011,2022/04/19,2022/04/12,"2022, non-fiction, science-history","2022 (#27), non-fiction (#415), science-history (#233)",read,,,,1,0
15794106,Why Men Fake It: The Totally Unexpected Truth About Men and Sex,Abraham Morgentaler,"Morgentaler, Abraham",,"=""0805094245""","=""9780805094244""",3,3.71,Henry Holt and Co.,Hardcover,320,2013,2013,2022/04/12,2022/04/11,"2022, non-fiction, övrigt","2022 (#26), non-fiction (#414), övrigt (#18)",read,,,,1,0
36262251,The Redemption of Time,Baoshu,"Baoshu, Baoshu",Ken Liu,"=""1788542207""","=""9781788542203""",3,3.64,Head of Zeus,Hardcover,400,2019,2011,2022/04/11,2022/04/03,"2022, fiction","2022 (#25), fiction (#143)",read,,,,1,0
57120381,Putins krets: maktkampen om det moderna Ryssland,Catherine Belton,"Belton, Catherine",Manne Svensson,"=""""","=""9789100188498""",0,4.20,Albert Bonniers Förlag,Hardcover,600,2021,2020,,2022/04/04,"2022, non-fiction, science-history","2022 (#24), non-fiction (#413), science-history (#232)",read,,,,1,0
10048998,The Good Book: A Humanist Bible,A.C. Grayling,"Grayling, A.C.",,"=""0802717373""","=""9780802717375""",0,3.71,Walker Books,Hardcover,597,2011,2011,,2022/03/24,delvis-läst,delvis-läst (#18),delvis-läst,,,,0,0
29502381,Calculating the Cosmos: How Mathematics Unveils the Universe,Ian Stewart,"Stewart, Ian",,"=""0465096107""","=""9780465096107""",3,4.06,Basic Books,Hardcover,360,2016,2016,2022/04/03,2022/03/29,"2022, non-fiction, science-history","2022 (#23), non-fiction (#412), science-history (#231)",read,,,,1,0
56224080,"Rationality: What It Is, Why It Seems Scarce, Why It Matters",Steven Pinker,"Pinker, Steven",,"=""0241380278""","=""9780241380277""",0,3.86,Allen Lane,Hardcover,432,2021,2021,,2022/04/03,to-read,to-read (#37),to-read,,,,0,0
11976774,Who's in Charge? Free Will and the Science of the Brain,Michael S. Gazzaniga,"Gazzaniga, Michael S.",,"=""0061906107""","=""9780061906107""",4,4.00,Ecco,Hardcover,260,2011,2011,2022/03/29,2018/03/01,"2022, non-fiction, philosophy-theology","2022 (#22), non-fiction (#411), philosophy-theology (#198)",read,,,,1,0
36702245,Post-Truth,Lee McIntyre,"McIntyre, Lee",,"=""0262535041""","=""9780262535045""",4,4.08,The MIT Press,Paperback,236,2018,2018,2022/03/25,2022/03/24,"2022, non-fiction, philosophy-theology","2022 (#21), non-fiction (#410), philosophy-theology (#197)",read,,,,1,0
56199020,"How to Talk to a Science Denier: Conversations with Flat Earthers, Climate Deniers, and Others Who Defy Reason",Lee McIntyre,"McIntyre, Lee",,"=""0262046105""","=""9780262046107""",4,3.87,MIT Press,Hardcover,264,2021,2021,2022/03/23,2022/03/22,"2022, non-fiction, philosophy-theology","2022 (#19), non-fiction (#408), philosophy-theology (#196)",read,,,,1,0
12014762,Tell-Tale Brain Tales of the Unexpected from Inside Your Mind,V.S. Ramachandran,"Ramachandran, V.S.",,"=""0099537591""","=""9780099537595""",4,4.15,Windmill,Paperback,357,2012,2011,,2022/03/22,"2022, non-fiction, science-history, övrigt","2022 (#18), non-fiction (#407), science-history (#229), övrigt (#17)",read,,,,1,0
55932769,Quantum Physics for Beginners: The Principal Quantum Physics Theories made Easy to Discover the Hidden Secrets of the Universe with the Most Famous Quantum Experiments,Richard J. Schrödinger,"Schrödinger, Richard J.",,"=""""","=""""",0,4.22,,Kindle Edition,,2020,,,2022/03/15,"2022, non-fiction, science-history, delvis-läst","2022 (#17), non-fiction (#406), science-history (#228), delvis-läst (#17)",delvis-läst,,,,0,0
56922622,The Sweet Spot: The Pleasures of Suffering and the Search for Meaning,Paul Bloom,"Bloom, Paul",,"=""0062910566""","=""9780062910561""",3,3.66,Ecco,Hardcover,304,2021,2021,2022/03/15,2022/03/14,"2022, non-fiction, philosophy-theology","2022 (#16), non-fiction (#405), philosophy-theology (#195)",read,,,,1,0
60493977,Till minne av en mördare (Skymningsland # 1),Pascal Engman,"Engman, Pascal",Johannes Selåker,"=""""","=""9789137501833""",3,3.85,Forum,Hardcover,584,2022,2022,2022/03/14,2022/03/08,"2022, fiction","2022 (#15), fiction (#142)",read,,,,1,0
57615569,The Week: A History of the Unnatural Rhythms That Made Us Who We Are,David M. Henkin,"Henkin, David M.",,"=""0300257325""","=""9780300257328""",3,3.25,Yale University Press,Hardcover,288,2021,2021,2022/02/24,2022/02/02,"2022, non-fiction, science-history","2022 (#14), non-fiction (#404), science-history (#227)",read,,,,1,0
58007238,The Grieving Brain: The Surprising Science of How We Learn from Love and Loss,Mary-Frances O'Connor,"O'Connor, Mary-Frances",,"=""0062946234""","=""9780062946232""",3,4.16,HarperOne,Hardcover,236,2022,2022,2022/02/24,2022/02/15,"2022, non-fiction, science-history","2022 (#13), non-fiction (#403), science-history (#226)",read,,,,1,0
57615517,The End of Genetics: Designing Humanity's DNA,David B.  Goldstein,"Goldstein, David B.",,"=""0300219393""","=""9780300219395""",4,3.95,Yale University Press,Hardcover,192,2022,2022,2022/02/24,2022/02/18,"2022, non-fiction, science-history","2022 (#12), non-fiction (#402), science-history (#225)",read,,,,1,0
38464539,The Graphene Revolution: The Weird Science of the Ultra-thin,Brian Clegg,"Clegg, Brian",,"=""""","=""9781785783760""",3,3.81,Icon Books,Paperback,176,2018,,2022/02/15,2022/02/11,"2022, non-fiction, science-history","2022 (#11), non-fiction (#401), science-history (#224)",read,,,,1,0
57421923,Time: A Very Short Introduction,Jenann Ismael,"Ismael, Jenann",,"=""0198832664""","=""9780198832669""",3,3.35,"Oxford University Press, USA",Paperback,144,2022,,2022/02/11,2022/02/09,"2022, non-fiction, science-history","2022 (#10), non-fiction (#400), science-history (#223)",read,,,,1,0
52576972,Havana Syndrome: Mass Psychogenic Illness and the Real Story Behind the Embassy Mystery and Hysteria,Robert W. Baloh,"Baloh, Robert W.",Robert E. Bartholomew,"=""""","=""9783030407452""",3,3.59,,kindle_edition,,2020,,2022/02/09,2022/02/08,"2022, non-fiction, science-history","2022 (#9), non-fiction (#399), science-history (#222)",read,,,,1,0
17087629,"50 Philosophy Classics: Thinking, Being, Acting, Seeing: Profound Insights and Powerful Thinking from Fifty Key Books",Tom Butler-Bowdon,"Butler-Bowdon, Tom",,"=""1857885961""","=""9781857885965""",4,4.11,Nicholas Brealey,Paperback,325,2013,,2018/06/14,2018/06/11,"2018, philosophy-theology, non-fiction","2018 (#71), philosophy-theology (#53), non-fiction (#101)",read,,,,1,0
48586743,Python Programming: The Ultimate Beginner’s Guide to Master Python Programming Step by Step with Practical Exercices,Charles Walker,"Walker, Charles",,"=""""","=""""",3,3.60,,Kindle Edition,135,2019,,,2022/02/03,"2022, non-fiction, övrigt","2022 (#8), non-fiction (#398), övrigt (#16)",read,,,,1,0
59056181,The Man in the Bunker,Rory Clements,"Clements, Rory",,"=""""","=""""",4,4.18,,Kindle Edition,,2022,,2022/02/01,2022/01/31,"2022, fiction","2022 (#7), fiction (#141)",read,,,,1,0
21012737,The Accidental Scientist: The Role of Chance and Luck in Scientific Discovery,Graeme Donald,"Donald, Graeme",,"=""1782430156""","=""9781782430155""",2,3.74,Michael O'Mara,Hardcover,224,2013,2013,2022/01/31,2022/01/27,"2022, non-fiction, science-history","2022 (#6), non-fiction (#397), science-history (#221)",read,,,,1,0
60160064,Den ende överlevande: ögonvittnesberättelsen om Operation Red Wings och de stupade hjältarna i SEAL Team 10,Marcus Luttrell,"Luttrell, Marcus",Patrick Robinson,"=""""","=""9789189357372""",4,4.32,Bokförlaget NoNa,Hardcover,367,2021,2006,2022/01/27,2022/01/25,"2022, biography-memoarer, non-fiction, övrigt","2022 (#5), biography-memoarer (#62), non-fiction (#396), övrigt (#15)",read,,,,1,0
143999,South: The Story of Shackleton's Last Expedition 1914-1917,Ernest Shackleton,"Shackleton, Ernest","Frank Hurley, Peter          King","=""0712664122""","=""9780712664127""",4,4.21,Penguin Books,Paperback,374,1999,1919,2022/01/25,2022/01/19,"2022, biography-memoarer, non-fiction, science-history","2022 (#4), biography-memoarer (#61), non-fiction (#395), science-history (#220)",read,,,,1,0
18460757,Ingen lätt dag,Mark Owen,"Owen, Mark",,"=""9789198007""","=""""",3,4.01,Penguin Group Inc.,Paperback,243,2012,2012,2022/01/19,2022/01/07,"2022, biography-memoarer, övrigt, non-fiction","2022 (#3), biography-memoarer (#60), övrigt (#14), non-fiction (#394)",read,,,,1,0
50489349,The Alignment Problem: Machine Learning and Human Values,Brian Christian,"Christian, Brian",,"=""0393635821""","=""9780393635829""",0,4.44,W. W. Norton  Company,Hardcover,496,2020,2020,,2022/01/18,to-read,to-read (#36),to-read,,,,0,0
17165889,The Perfect Theory: A Century of Geniuses and the Battle over General Relativity,Pedro G. Ferreira,"Ferreira, Pedro G.",,"=""0547554893""","=""9780547554891""",0,4.14,Houghton Mifflin Harcourt,Hardcover,304,2014,2014,,2022/01/18,to-read,to-read (#35),to-read,,,,0,0
11887020,American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,Chris Kyle,"Kyle, Chris","Scott McEwen, Jim DeFelice","=""0062107062""","=""9780062107060""",3,4.01,HarperCollins,Paperback,528,2012,2012,2022/01/07,2022/01/05,"2022, biography-memoarer, non-fiction","2022 (#2), biography-memoarer (#59), non-fiction (#393)",read,,,,1,0
40037112,Exactly: How Precision Engineers Created the Modern World,Simon Winchester,"Winchester, Simon",,"=""0008241775""","=""9780008241773""",3,4.13,William Collins,Paperback,336,2018,2018,2022/01/04,2021/12/28,"non-fiction, science-history, 2022","non-fiction (#392), science-history (#219), 2022 (#1)",read,,,,1,0
35259598,The Consciousness Instinct: Unraveling the Mystery of How the Brain Makes the Mind,Michael S. Gazzaniga,"Gazzaniga, Michael S.",,"=""0374715505""","=""9780374715502""",3,3.87,"Farrar, Straus and Giroux",Hardcover,288,2018,2018,2021/12/31,2021/06/20,"2021, non-fiction, philosophy-theology","2021 (#90), non-fiction (#391), philosophy-theology (#194)",read,,,,1,0
56852407,Billy Summers,Stephen King,"King, Stephen",,"=""1982173610""","=""9781982173616""",3,4.24,Scribner,Hardcover,515,2021,2021,2021/12/28,2021/12/27,"2021, fiction","2021 (#89), fiction (#140)",read,,,,1,0
52243851,A Small Illustrated Guide to the Universe,Ella Frances Sanders,"Sanders, Ella Frances",,"=""""","=""""",2,4.08,535,Kindle Edition,160,2019,2019,2021/12/19,2021/12/15,"2021, non-fiction, science-history","2021 (#88), non-fiction (#390), science-history (#218)",read,,,,1,0
7783191,The Invisible Gorilla: And Other Ways Our Intuitions Deceive Us,Christopher Chabris,"Chabris, Christopher",Daniel Simons,"=""0307459659""","=""9780307459657""",4,3.91,Harmony,Hardcover,320,2010,2010,2021/12/15,2021/12/13,"2021, non-fiction, philosophy-theology","2021 (#87), non-fiction (#389), philosophy-theology (#193)",read,,,,1,0
54397136,"Slagside (Alexander Blix & Emma Ramm, #3)",Jørn Lier Horst,"Horst, Jørn Lier",Thomas Enger,"=""8252591140""","=""9788252591149""",3,4.10,Capitana,Hardcover,362,2020,2020,2021/12/13,2021/12/09,"2021, fiction","2021 (#86), fiction (#139)",read,,,,1,0
59245205,The Brain Under Siege,Howard L. Weiner,"Weiner, Howard L.",,"=""""","=""9781953295545""",3,4.08,,Hardcover,368,2021,,2021/12/13,2021/11/28,"2021, non-fiction, science-history","2021 (#85), non-fiction (#388), science-history (#217)",read,,,,1,0
40597264,Hacking Darwin: Genetic Engineering and the Future of Humanity,Jamie Metzl,"Metzl, Jamie",,"=""149267009X""","=""9781492670094""",4,4.02,Sourcebooks,Hardcover,327,2019,2019,2021/11/25,2021/11/25,"2021, non-fiction, philosophy-theology, science-history","2021 (#82), non-fiction (#387), philosophy-theology (#192), science-history (#216)",read,,,,1,0
56386974,"Rökridå (Alexander Blix & Emma Ramm, #2)",Jørn Lier Horst,"Horst, Jørn Lier","Thomas Enger, Marianne Mattsson, Jonas Malmsjö","=""""","=""9789146237402""",3,3.98,Wahlström Widstrand,Audiobook,11,2020,2019,2021/12/09,2021/12/05,"2021, fiction","2021 (#84), fiction (#138)",read,,,,1,0
58994675,"Ärende 1569 (William Wisting, #15)",Jørn Lier Horst,"Horst, Jørn Lier",,"=""""","=""9789146237693""",3,4.07,Wahlström Widstrand,Hardcover,359,2021,2020,2021/12/09,2021/12/01,"2021, fiction","2021 (#83), fiction (#137)",read,,,,1,0
10483171,The Beginning of Infinity: Explanations That Transform the World,David Deutsch,"Deutsch, David",,"=""0670022756""","=""9780670022755""",4,4.18,Viking Books,Hardcover,487,2011,2011,2018/08/09,2018/03/01,"2018, philosophy-theology, non-fiction, currently-reading","2018 (#85), philosophy-theology (#62), non-fiction (#112), currently-reading (#2)",currently-reading,,,,2,0
58809344,Thinking Better: The Art of the Shortcut,Marcus du Sautoy,"Sautoy, Marcus du",,"=""""","=""""",4,3.68,,Kindle Edition,,2021,,2021/10/09,2021/10/09,"2021, philosophy-theology, non-fiction, science-history","2021 (#68), philosophy-theology (#188), non-fiction (#379), science-history (#211)",read,,,,1,0
