Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
34665598,Whole Self: A Concise History of the Birth & Evolution of Human Consciousness,Kendrick Mercer,"Mercer, Kendrick",,"=""""","=""""",1,3.67,The Kendrick Mercer Company,Kindle Edition,,2017,,2019/08/07,2019/08/06,"2019, non-fiction, philosophy-theology","2019 (#104), non-fiction (#244), philosophy-theology (#127)",read,,,,1,0
63697,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,Oliver Sacks,"Sacks, Oliver",,"=""0684853949""","=""9780684853949""",3,4.06,Touchstone,Paperback,243,1998,1985,2019/08/06,2019/03/14,"2019, non-fiction, science-history","2019 (#103), non-fiction (#243), science-history (#132)",read,,,,1,0
64217,"Pyramids (Discworld, #7)",Terry Pratchett,"Pratchett, Terry",,"=""0061020656""","=""9780061020650""",4,3.92,Harper,Paperback,341,2008,1989,2019/08/05,2019/07/04,"2019, fiction","2019 (#102), fiction (#81)",read,,,,1,0
13259270,Free Will,Sam Harris,"Harris, Sam",,"=""1451683405""","=""9781451683400""",4,3.87,Free Press,Paperback,96,2012,2012,2017/03/01,2018/03/01,"non-fiction, philosophy-theology","non-fiction (#1), philosophy-theology (#12)",read,,,,2,0
36200529,From Bacteria to Bach and Back: The Evolution of Minds,Daniel C. Dennett,"Dennett, Daniel C.",,"=""014197804X""","=""9780141978048""",4,3.78,Penguin,Paperback,476,2018,2017,2019/07/29,2019/07/21,"2019, non-fiction, philosophy-theology","2019 (#100), non-fiction (#241), philosophy-theology (#126)",read,,,,1,0
108939,"The Trouble with Physics: The Rise of String Theory, the Fall of a Science and What Comes Next",Lee Smolin,"Smolin, Lee",,"=""0618551050""","=""9780618551057""",5,4.02,Houghton Mifflin Harcourt,Hardcover,416,2006,2006,2019/07/21,2019/04/10,"2019, non-fiction, philosophy-theology, science-history","2019 (#99), non-fiction (#240), philosophy-theology (#125), science-history (#130)",read,,,,1,0
40882377,Richard Feynman: A Life in Science,John Gribbin,"Gribbin, John",Mary Gribbin,"=""1785783726""","=""9781785783722""",0,4.34,ICON,Paperback,320,2018,1997,,2019/07/21,to-read,to-read (#14),to-read,,,,0,0
34517,"Reaper Man (Discworld, #11; Death, #2)",Terry Pratchett,"Pratchett, Terry",,"=""0552152951""","=""9780552152952""",4,4.27,Corgi,Paperback,352,2005,1991,2019/07/04,2019/07/02,"2019, fiction","2019 (#98), fiction (#80)",read,,,,1,0
2068,Darwin's Dangerous Idea: Evolution and the Meanings of Life,Daniel C. Dennett,"Dennett, Daniel C.",,"=""068482471X""","=""9780684824710""",5,4.06,Simon  Schuster,Paperback,588,1996,1995,2019/07/01,2018/03/05,"2019, non-fiction, philosophy-theology, science-history","2019 (#1), non-fiction (#239), philosophy-theology (#124), science-history (#129)",read,,,,1,0
38447,"The Handmaid's Tale (The Handmaid's Tale, #1)",Margaret Atwood,"Atwood, Margaret",,"=""""","=""""",4,4.13,Anchor Books,Paperback,314,1998,1985,2019/07/01,2019/06/28,"2019, fiction","2019 (#2), fiction (#79)",read,,,,1,0
41150906,The Order of Time,Carlo Rovelli,"Rovelli, Carlo",,"=""""","=""""",5,4.12,Penguin,Paperback,240,2018,2017,2019/03/26,2018/08/28,"2018, non-fiction, philosophy-theology, science-history, 2019","2018 (#98), non-fiction (#124), philosophy-theology (#72), science-history (#66), 2019 (#3)",read,,,,4,0
35167718,"""What Do You Care What Other People Think?"": Further Adventures of a Curious Character",Richard P. Feynman,"Feynman, Richard P.",Ralph Leighton,"=""0393355640""","=""9780393355642""",5,4.18,W. W. Norton  Company,Paperback,288,2018,1988,2018/01/01,2018/03/03,"science-history, non-fiction, 2018, biography-memoarer, 2019","science-history (#20), non-fiction (#52), 2018 (#12), biography-memoarer (#26), 2019 (#5)",read,,,,2,0
40376072,"Children of Ruin (Children of Time, #2)",Adrian Tchaikovsky,"Tchaikovsky, Adrian",Mel Hudson,"=""""","=""""",2,4.06,Macmillan Digital Audio,Audible Audio,15,2019,2019,2019/06/28,2019/06/04,"2019, fiction","2019 (#6), fiction (#78)",read,,,,1,0
18222843,Stuff Matters: Exploring the Marvelous Materials That Shape Our Man-Made World,Mark Miodownik,"Miodownik, Mark",,"=""0544236041""","=""9780544236042""",3,4.10,Houghton Mifflin Harcourt,Hardcover,272,2014,2013,2019/06/27,2019/06/25,"2019, non-fiction, science-history","2019 (#7), non-fiction (#238), science-history (#128)",read,,,,1,0
29767627,Reality is Not What it Seems: The Journey to Quantum Gravity,Carlo Rovelli,"Rovelli, Carlo",,"=""0241257964""","=""9780241257968""",5,4.33,Allen Lane,Hardcover,256,2016,2014,2018/09/03,2018/03/03,"non-fiction, science-history, 2018","non-fiction (#53), science-history (#21), 2018 (#13)",read,,,,3,0
843433,Philosophy: Who Needs It,Ayn Rand,"Rand, Ayn",Leonard Peikoff,"=""0451138937""","=""9780451138934""",3,3.90,Signet Book,Paperback,228,1984,1982,2019/06/25,2019/06/20,"2019, non-fiction, philosophy-theology","2019 (#8), non-fiction (#237), philosophy-theology (#123)",read,,,,1,0
35610832,Brainstorm: Detective Stories From the World of Neurology,Suzanne O'Sullivan,"O'Sullivan, Suzanne",,"=""1784741310""","=""9781784741310""",0,4.30,Chatto  Windus,Hardcover,352,2018,2018,,2019/06/22,to-read,to-read (#13),to-read,,,,0,0
333538,The Castle,Franz Kafka,"Kafka, Franz","Mark Harman, J.A. Underwood","=""0805211063""","=""9780805211061""",4,3.95,Schocken,Paperback,316,1998,1926,2019/06/20,2019/06/18,"2019, fiction","2019 (#9), fiction (#77)",read,,,,1,0
36159193,"Hypnosis: The Ultimate Guide to Understanding Hypnosis, what is hypnosis, hypnosis myths, hypnosis history, how can hypnosis help me, how to hypnotize people: A complete guide to understand hypnosis",Korey Snider,"Snider, Korey",,"=""""","=""""",2,2.25,,Kindle Edition,56,2017,,2019/06/19,2019/06/19,"2019, non-fiction","2019 (#10), non-fiction (#236)",read,,,,1,0
42068882,"The Scientific Attitude: Defending Science from Denial, Fraud, and Pseudoscience",Lee McIntyre,"McIntyre, Lee",,"=""0262039834""","=""9780262039833""",5,3.97,MIT Press,Hardcover,296,2019,,2019/06/18,2019/06/16,"2019, non-fiction, philosophy-theology","2019 (#11), non-fiction (#235), philosophy-theology (#122)",read,,,,1,0
37823345,Learn Self Hypnosis: Discover the Power within (Unlock Your Life),Lynda Hudson,"Hudson, Lynda",,"=""1908740132""","=""9781908740137""",1,2.60,Firstwayforward Audio Books,Audio CD,1,2013,,2019/06/13,2019/06/13,"2019, non-fiction","2019 (#12), non-fiction (#234)",read,,,,1,0
1195157,Ancient Greek Philosophy: An Introduction,Tom  Griffith,"Griffith, Tom","Hugh Griffith, Bruce Alexander, Crawford Logan","=""962634444X""","=""9789626344446""",2,2.79,Naxos Audiobooks,Audio CD,,2007,2007,2019/06/13,2019/06/12,"2019, non-fiction, philosophy-theology","2019 (#13), non-fiction (#233), philosophy-theology (#121)",read,,,,1,0
51654,DMT: The Spirit Molecule,Rick Strassman,"Strassman, Rick",,"=""0892819278""","=""9780892819270""",3,4.13,Park Street Press,Paperback,363,2000,2000,2019/06/12,2019/06/10,"2019, non-fiction, science-history","2019 (#14), non-fiction (#232), science-history (#127)",read,,,,1,0
452149,Freud: A Very Short Introduction,Anthony Storr,"Storr, Anthony",,"=""0192854550""","=""9780192854551""",3,3.69,"Oxford University Press, USA",Paperback,176,2001,1989,2019/06/10,2019/06/10,"2019, biography-memoarer, non-fiction, science-history","2019 (#15), biography-memoarer (#43), non-fiction (#231), science-history (#126)",read,,,,1,0
93981,The Interpretation of Dreams,Sigmund Freud,"Freud, Sigmund",James Strachey,"=""1566195764""","=""9781566195768""",2,3.84,Barnes & Noble,Hardcover,630,1994,1899,2019/06/07,2019/06/03,"2019, non-fiction, philosophy-theology","2019 (#17), non-fiction (#229), philosophy-theology (#119)",read,,,,1,0
13238180,Metaethics: An Introduction,Andrew Fisher,"Fisher, Andrew",,"=""1844652580""","=""9781844652587""",4,4.28,McGill-Queen's University Press,Paperback,200,2011,2011,2019/06/03,2019/03/28,"2019, non-fiction, philosophy-theology","2019 (#18), non-fiction (#228), philosophy-theology (#118)",read,,,,1,0
17290683,Love and Math: The Heart of Hidden Reality,Edward Frenkel,"Frenkel, Edward",,"=""0465050743""","=""9780465050741""",3,3.67,Basic Books,Hardcover,292,2013,2013,2019/06/03,2019/05/23,"2019, biography-memoarer, non-fiction, philosophy-theology, science-history","2019 (#19), biography-memoarer (#42), non-fiction (#227), philosophy-theology (#117), science-history (#125)",read,,,,1,0
46114,The Waves,Virginia Woolf,"Woolf, Virginia",,"=""0156949601""","=""9780156949606""",3,4.15,Harvest Books,Paperback,297,1978,1931,2019/05/28,2019/05/23,"2019, fiction","2019 (#20), fiction (#76)",read,,,,1,0
45998340,Förvandlingen; Den sanningssökande hunden,Franz Kafka,"Kafka, Franz",,"=""9137115731""","=""""",4,3.44,Forum,Hardcover,109,199,1964,2019/05/26,2019/05/23,"2019, fiction","2019 (#21), fiction (#75)",read,,,,1,0
36700770,Cognitive Gadgets: The Cultural Evolution of Thinking,Cecilia Heyes,"Heyes, Cecilia",,"=""0674980158""","=""9780674980150""",3,3.79,Belknap Press,Hardcover,304,2018,,2019/05/24,2019/05/20,"2019, non-fiction, science-history","2019 (#22), non-fiction (#226), science-history (#124)",read,,,,1,0
11605374,Processen,Franz Kafka,"Kafka, Franz",Karl Vennberg,"=""9174291491""","=""9789174291490""",5,3.96,Bonnier Pocket,Paperback,320,2011,1925,2019/05/22,2019/05/22,"2019, fiction","2019 (#23), fiction (#74)",read,,,,1,0
40915762,Deep Medicine: How Artificial Intelligence Can Make Healthcare Human Again,Eric J. Topol,"Topol, Eric J.",,"=""1541644638""","=""9781541644632""",3,4.05,Basic Books,Hardcover,400,2019,2019,2019/05/21,2019/05/16,"2019, non-fiction, philosophy-theology, science-history","2019 (#24), non-fiction (#225), philosophy-theology (#116), science-history (#123)",read,,,,1,0
145660,The Captive Mind,Czesław Miłosz,"Miłosz, Czesław",Jane Zielonko,"=""0679728562""","=""9780679728566""",5,4.27,Vintage,Paperback,272,1990,1953,2019/05/19,2019/05/15,"2019, biography-memoarer, non-fiction, philosophy-theology","2019 (#25), biography-memoarer (#41), non-fiction (#224), philosophy-theology (#115)",read,,,,1,0
26263022,What Kind of Creatures Are We?,Noam Chomsky,"Chomsky, Noam",,"=""0231175965""","=""9780231175968""",3,3.70,Columbia University Press,Hardcover,200,2015,2015,2019/05/16,2019/05/14,"2019, non-fiction, philosophy-theology","2019 (#26), non-fiction (#223), philosophy-theology (#114)",read,,,,1,0
21977917,Understanding Beliefs,Nils J. Nilsson,"Nilsson, Nils J.",,"=""0262526433""","=""9780262526432""",4,3.63,MIT Press,Paperback,168,2014,2014,2019/05/14,2019/05/14,"2019, non-fiction, philosophy-theology","2019 (#27), non-fiction (#222), philosophy-theology (#113)",read,,,,1,0
81884,Just Six Numbers: The Deep Forces That Shape the Universe,Martin J. Rees,"Rees, Martin J.",,"=""0465036732""","=""9780465036738""",4,3.96,Basic Books,Paperback,208,2001,1999,2019/05/14,2019/05/11,"2019, non-fiction, science-history","2019 (#28), non-fiction (#221), science-history (#122)",read,,,,1,0
11256979,The Magic of Reality: How We Know What's Really True,Richard Dawkins,"Dawkins, Richard",Dave McKean,"=""1439192812""","=""9781439192818""",4,4.05,Free Press,Hardcover,271,2011,2011,2019/05/11,2019/05/08,"2019, non-fiction, science-history","2019 (#29), non-fiction (#220), science-history (#121)",read,,,,1,0
327,Why Zebras Don't Get Ulcers,Robert M. Sapolsky,"Sapolsky, Robert M.",,"=""0805073698""","=""9780805073690""",3,4.19,Holt Paperbacks,Paperback,560,2004,1993,2019/05/10,2019/05/02,"2019, non-fiction, science-history","2019 (#30), non-fiction (#219), science-history (#120)",read,,,,1,0
64216,"Guards! Guards! (Discworld, #8; City Watch, #1)",Terry Pratchett,"Pratchett, Terry",,"=""0061020648""","=""9780061020643""",3,4.33,HarperTorch,Mass Market Paperback,376,2001,1989,2019/05/08,2019/05/02,"2019, fiction","2019 (#31), fiction (#73)",read,,,,1,0
18197171,Paradox,Margaret Cuonzo,"Cuonzo, Margaret",,"=""0262525496""","=""9780262525497""",3,3.60,MIT Press,Paperback,240,2014,2014,2019/05/02,2019/04/30,"2019, non-fiction, philosophy-theology","2019 (#32), non-fiction (#218), philosophy-theology (#112)",read,,,,1,0
35721138,The Neuroscientist Who Lost Her Mind: My Tale of Madness and Recovery,Barbara K. Lipska,"Lipska, Barbara K.",Elaine McArdle,"=""1328787303""","=""9781328787309""",3,3.81,Mariner Books,Hardcover,208,2018,2018,2019/04/30,2019/04/29,"2019, biography-memoarer, non-fiction, science-history","2019 (#33), biography-memoarer (#40), non-fiction (#217), science-history (#119)",read,,,,1,0
22104618,The Conscious Mind,Zoltan Torey,"Torey, Zoltan",,"=""0262525720""","=""9780262525725""",4,3.82,MIT Press (MA),Paperback,,2014,2014,2019/04/30,2019/04/29,"2019, non-fiction, philosophy-theology, science-history","2019 (#34), non-fiction (#216), philosophy-theology (#111), science-history (#118)",read,,,,1,0
24805680,Dark Matter and the Dinosaurs: The Astounding Interconnectedness of the Universe,Lisa Randall,"Randall, Lisa",,"=""0062328514""","=""9780062328519""",3,3.67,Ecco,ebook,432,2015,2015,2019/04/29,2019/04/15,"2019, non-fiction, science-history","2019 (#35), non-fiction (#215), science-history (#117)",read,,,,1,0
17938882,Memes in Digital Culture,Limor Shifman,"Shifman, Limor",,"=""0262525437""","=""9780262525435""",3,3.70,The MIT Press,Paperback,212,2013,2013,2019/04/29,2019/04/26,"2019, non-fiction, philosophy-theology","2019 (#36), non-fiction (#214), philosophy-theology (#110)",read,,,,1,0
39300936,Synesthesia,Richard E. Cytowic,"Cytowic, Richard E.",,"=""""","=""""",3,3.85,The MIT Press,Kindle Edition,288,2018,1989,2019/04/25,2019/04/24,"2019, non-fiction, science-history","2019 (#37), non-fiction (#213), science-history (#116)",read,,,,1,0
40750561,Unthinkable: An Extraordinary Journey Through the World's Strangest Brains,Helen  Thomson,"Thomson, Helen",,"=""147361175X""","=""9781473611757""",4,3.98,John Murray,Paperback,304,2018,2018,2019/04/24,2019/04/23,"2019, non-fiction, science-history","2019 (#38), non-fiction (#212), science-history (#115)",read,,,,1,0
18699279,Free Will,Mark Balaguer,"Balaguer, Mark",,"=""0262525798""","=""9780262525794""",3,3.65,MIT Press,Paperback,152,2014,2014,2019/04/23,2019/04/18,"2019, non-fiction, philosophy-theology","2019 (#39), non-fiction (#211), philosophy-theology (#109)",read,,,,1,0
29889543,The Mind-Body Problem,Jonathan Westphal,"Westphal, Jonathan",,"=""0262529564""","=""9780262529563""",4,3.44,MIT Press,Paperback,238,2016,,2019/04/18,2019/04/16,"2019, non-fiction, philosophy-theology, science-history","2019 (#40), non-fiction (#210), philosophy-theology (#108), science-history (#114)",read,,,,1,0
39074550,Humble Pi: A Comedy of Maths Errors,Matt    Parker,"Parker, Matt",,"=""0241360196""","=""9780241360194""",4,4.12,Allen Lane,Paperback,314,2019,2019,2019/04/16,2019/04/15,"2019, non-fiction, science-history","2019 (#41), non-fiction (#209), science-history (#113)",read,,,,1,0
34196226,"The Virility Paradox: The Vast Influence of Testosterone on Our Bodies, Minds, and The World We Live In",Charles J. Ryan,"Ryan, Charles J.",,"=""1944648569""","=""9781944648565""",4,4.07,Benbella Books,Hardcover,320,2018,2018,2019/04/15,2019/04/12,"2019, non-fiction, science-history","2019 (#42), non-fiction (#208), science-history (#112)",read,,,,1,0
28104642,En dag i Ivan Denisovitjs liv,Aleksandr Solzhenitsyn,"Solzhenitsyn, Aleksandr",Alexander Solsjenitsyn,"=""""","=""""",5,3.97,Wahlström & Widstrand,Paperback,131,1970,1962,2019/04/12,2019/04/11,"2019, biography-memoarer","2019 (#43), biography-memoarer (#39)",read,,,,1,0
35330508,"The Forgetting Machine: Memory, Perception, and the ""Jennifer Aniston Neuron""",Rodrigo Quian Quiroga,"Quiroga, Rodrigo Quian",,"=""1944648550""","=""9781944648558""",4,3.74,Benbella Books Inc.,ebook,170,2017,,2019/04/11,2019/04/10,"2019, non-fiction, science-history","2019 (#44), non-fiction (#207), science-history (#111)",read,,,,1,0
1923820,The Holy Bible: King James Version,Anonymous,"Anonymous, Anonymous",,"=""""","=""""",0,4.43,,Hardcover,1590,2008,1611,2019/04/11,2019/02/12,"2019, non-fiction, philosophy-theology","2019 (#45), non-fiction (#206), philosophy-theology (#107)",read,,,,1,0
15827140,Flykten från Stalins läger,Slavomir Rawicz,"Rawicz, Slavomir",Margareta Nylander,"=""""","=""9789185507849""",4,4.23,Historiska Media,Paperback,272,2007,1956,2019/04/10,2019/04/09,"2019, fiction","2019 (#46), fiction (#72)",read,,,,1,0
782758,3:16: The Numbers of Hope,Max Lucado,"Lucado, Max",,"=""0849901936""","=""9780849901935""",1,4.20,Thomas Nelson Publishers,Hardcover,219,2007,2007,2019/04/09,2019/04/09,"2019, non-fiction, philosophy-theology, delvis-läst","2019 (#47), non-fiction (#205), philosophy-theology (#106), delvis-läst (#12)",delvis-läst,,,,1,0
40554115,The Gendered Brain: The New Neuroscience That Shatters the Myth of the Female Brain,Gina Rippon,"Rippon, Gina",,"=""184792476X""","=""9781847924766""",2,3.91,Bodley Head,Paperback,448,2019,2019,2019/04/09,2019/03/26,"2019, non-fiction, science-history","2019 (#48), non-fiction (#204), science-history (#110)",read,,,,1,0
2272880,The Drunkard's Walk: How Randomness Rules Our Lives,Leonard Mlodinow,"Mlodinow, Leonard",,"=""0375424040""","=""9780375424045""",4,3.94,Pantheon Books,Hardcover,252,2008,2008,2019/04/08,2019/04/05,"2019, non-fiction, science-history","2019 (#97), non-fiction (#203), science-history (#109)",read,,,,1,0
39001,"Power, Sex, Suicide: Mitochondria and the Meaning of Life",Nick Lane,"Lane, Nick",,"=""0199205647""","=""9780199205646""",5,4.25,"Oxford University Press, USA",Paperback,354,2006,2005,2019/04/02,2019/03/26,"2019, science-history, non-fiction","2019 (#51), science-history (#108), non-fiction (#202)",read,,,,1,0
1449757,Tillsammans är man mindre ensam,Anna Gavalda,"Gavalda, Anna",Maria Björkman,"=""9100106054""","=""9789100106058""",3,4.12,Albert Bonniers Förlag,Hardcover,534,2005,2004,2019/04/05,2019/04/03,"2019, fiction","2019 (#50), fiction (#71)",read,,,,1,0
18005596,Filosoferna: Det västerländska tänkandet sedan år 1900,Svante Nordin,"Nordin, Svante",,"=""""","=""9789173534802""",0,4.30,Atlantis,Hardcover,850,2011,2011,,2019/03/23,currently-reading,currently-reading (#1),currently-reading,,,,1,0
34890015,Factfulness: Ten Reasons We're Wrong About the World – and Why Things Are Better Than You Think,Hans Rosling,"Rosling, Hans","Ola Rosling, Anna Rosling Rönnlund","=""1473637465""","=""9781473637467""",4,4.36,Sceptre,Hardcover,342,2018,2018,2019/03/28,2018/12/19,"2019, non-fiction, science-history, philosophy-theology","2019 (#52), non-fiction (#201), science-history (#107), philosophy-theology (#105)",read,,,,1,0
43791817,Our Universe: An Astromer's Guide,Jo Dunkley,"Dunkley, Jo",,"=""""","=""""",3,4.33,Harvard University Press,Kindle Edition,320,2019,2019,2019/03/06,2019/03/04,"2019, non-fiction, science-history","2019 (#96), non-fiction (#194), science-history (#103)",read,,,,1,0
51783,The Conquest of Happiness,Bertrand Russell,"Russell, Bertrand",,"=""0415378478""","=""9780415378475""",4,4.02,Routledge,Paperback,183,2006,1930,2019/03/25,2019/03/25,"2019, non-fiction, philosophy-theology","2019 (#53), non-fiction (#200), philosophy-theology (#104)",read,,,,1,0
262856,Master of Space and Time,Rudy Rucker,"Rucker, Rudy",,"=""1560257032""","=""9781560257035""",3,3.70,Running Press,Paperback,288,2005,1985,2019/03/25,2019/03/19,"2019, fiction","2019 (#54), fiction (#70)",read,,,,1,0
14376,Einstein's Dreams,Alan Lightman,"Lightman, Alan",,"=""140007780X""","=""9781400077809""",4,4.07,Vintage,Paperback,144,2004,1992,2019/01/28,2019/01/28,"2019, fiction, philosophy-theology, science-history, läs-igen","2019 (#76), fiction (#64), philosophy-theology (#94), science-history (#95), läs-igen (#3)",read,,,,1,0
35721140,Liquid Rules: The Delightful and Dangerous Substances That Flow Through Our Lives,Mark Miodownik,"Miodownik, Mark",,"=""054485019X""","=""9780544850194""",5,4.12,Mariner Books,Hardcover,256,2019,2018,2019/03/15,2019/03/13,"2019, non-fiction, science-history","2019 (#56), non-fiction (#198), science-history (#105)",read,,,,1,0
13587153,Physics in Mind: A Quantum View of the Brain,Werner R. Loewenstein,"Loewenstein, Werner R.",,"=""0465029841""","=""9780465029846""",4,3.68,Basic Books,Hardcover,352,2013,2013,2019/03/13,2019/03/12,"2019, läs-igen, non-fiction, science-history","2019 (#57), läs-igen (#1), non-fiction (#197), science-history (#104)",read,,,,1,0
40594094,"Among the Scientologists: History, Theology, and Praxis",Donald Westbrook,"Westbrook, Donald",,"=""0190664975""","=""9780190664978""",3,3.08,"Oxford University Press, USA",Hardcover,352,2018,,2019/03/12,2019/03/08,"2019, non-fiction, philosophy-theology","2019 (#58), non-fiction (#196), philosophy-theology (#103)",read,,,,1,0
188311,Political Thought,Michael E. Rosen,"Rosen, Michael E.",Jonathan Wolff,"=""0192892789""","=""9780192892782""",0,3.84,"Oxford University Press, USA",Paperback,464,1999,1999,,2019/01/23,delvis-läst,delvis-läst (#11),delvis-läst,,,,0,0
27310178,An Introduction to Political Philosophy,Jonathan Wolff,"Wolff, Jonathan",,"=""0199658013""","=""9780199658015""",3,4.15,"Oxford University Press, USA",Paperback,250,2016,1996,2019/03/10,2019/01/23,"2019, non-fiction, philosophy-theology","2019 (#59), non-fiction (#195), philosophy-theology (#102)",read,,,,1,0
9501098,Boktjuven,Markus Zusak,"Zusak, Markus",Anna Strandberg,"=""9132157797""","=""9789132157790""",3,4.39,Damm Förlag,Paperback,582,2009,2006,2019/03/08,2019/03/05,"2019, fiction","2019 (#60), fiction (#69)",read,,,,1,0
19068,The Nicomachean Ethics,Aristotle,"Aristotle, Aristotle","Jonathan Barnes, Hugh Tredennick, James Alexander Kerr Thomson","=""0140449493""","=""9780140449495""",3,3.98,Penguin Classics,Paperback,329,2004,-349,2019/03/04,2019/02/18,"2019, non-fiction, philosophy-theology","2019 (#95), non-fiction (#193), philosophy-theology (#101)",read,,,,1,0
31692075,Ängeln på sjunde trappsteget,Frank McCourt,"McCourt, Frank",,"=""""","=""9789174295245""",3,4.13,Bonnier Pocket,Paperback,505,2016,1996,2019/03/01,2019/02/28,"2019, fiction","2019 (#94), fiction (#68)",read,,,,1,0
3281,The Mind and the Brain: Neuroplasticity and the Power of Mental Force,Jeffrey M. Schwartz,"Schwartz, Jeffrey M.",Sharon Begley,"=""0060988479""","=""9780060988470""",2,4.09,Harper Perennial,Paperback,432,2003,2001,2019/02/28,2019/02/25,"2019, non-fiction, science-history","2019 (#93), non-fiction (#192), science-history (#102)",read,,,,1,0
4588,Extremely Loud & Incredibly Close,Jonathan Safran Foer,"Foer, Jonathan Safran",,"=""0618711651""","=""9780618711659""",3,3.97,Mariner Books,Paperback,326,2006,2005,2019/02/25,2019/02/21,"2019, fiction","2019 (#92), fiction (#67)",read,,,,1,0
31555,Phantoms in the Brain: Probing the Mysteries of the Human Mind,V.S. Ramachandran,"Ramachandran, V.S.","Sandra Blakeslee, Oliver Sacks","=""0688172172""","=""9780688172176""",5,4.26,William Morrow Paperbacks,Paperback,352,1999,1998,2019/02/21,2019/02/19,"2019, non-fiction, science-history","2019 (#91), non-fiction (#191), science-history (#101)",read,,,,1,0
23293802,Den svenske kannibalen,Pelle Tagesson,"Tagesson, Pelle",,"=""""","=""""",3,2.98,,Paperback,187,,,2019/02/19,2019/02/19,"2019, non-fiction","2019 (#90), non-fiction (#190)",read,,,,1,0
36896235,The History of Physics: A Very Short Introduction,J.L. Heilbron,"Heilbron, J.L.",,"=""019968412X""","=""9780199684120""",3,3.30,"Oxford University Press, USA",Paperback,184,2018,,2019/02/18,2019/02/15,"2019, non-fiction, science-history","2019 (#89), non-fiction (#189), science-history (#100)",read,,,,1,0
43702408,Schizophrenia (The Facts Series),Stephen J. Glatt,"Glatt, Stephen J.","Stephen V. Faraone, Ming T. Tsuang","=""""","=""""",3,3.91,OUP Oxford,Kindle Edition,139,2019,,2019/02/18,2019/02/15,"2019, non-fiction, science-history","2019 (#88), non-fiction (#188), science-history (#99)",read,,,,1,0
40668391,The Four Horsemen: The Conversation That Sparked an Atheist Revolution,Christopher Hitchens,"Hitchens, Christopher","Richard Dawkins, Sam Harris, Daniel C. Dennett, Stephen Fry","=""""","=""""",4,4.01,Random House,Kindle Edition,154,2019,2019,2019/02/15,2019/02/13,"2019, non-fiction, philosophy-theology","2019 (#87), non-fiction (#187), philosophy-theology (#100)",read,,,,1,0
35540765,Inside the Atheist Mind: Unmasking the Religion of Those Who Say There Is No God,Anthony   DeStefano,"DeStefano, Anthony",,"=""0718080599""","=""9780718080594""",1,3.32,Thomas Nelson,ebook,256,2018,,2019/02/14,2019/02/14,"2019, non-fiction, philosophy-theology","2019 (#86), non-fiction (#186), philosophy-theology (#99)",read,,,,1,0
2078,Elbow Room: The Varieties of Free Will Worth Wanting,Daniel C. Dennett,"Dennett, Daniel C.",,"=""0262540428""","=""9780262540421""",3,3.93,MIT Press,Paperback,212,1984,1984,2019/02/14,2019/02/11,"2019, non-fiction, philosophy-theology","2019 (#85), non-fiction (#185), philosophy-theology (#98)",read,,,,1,0
6663818,Nomad: From Islam to America: A Personal Journey Through the Clash of Civilizations,Ayaan Hirsi Ali,"Ali, Ayaan Hirsi",,"=""1439157316""","=""9781439157312""",4,3.94,Free Press,Hardcover,277,2010,2010,2019/02/11,2019/02/08,"2019, non-fiction, philosophy-theology","2019 (#84), non-fiction (#184), philosophy-theology (#97)",read,,,,1,0
67958,Nightflyers,George R.R. Martin,"Martin, George R.R.",,"=""0812545648""","=""9780812545647""",2,3.49,Tor Books,Mass Market Paperback,295,1987,1985,2019/02/08,2019/02/07,"2019, fiction","2019 (#83), fiction (#66)",read,,,,1,0
43191503,Vad var det jag sa?,Emil Jensen,"Jensen, Emil",,"=""""","=""9789137153247""",3,4.28,Bokförlaget Forum,Hardcover,243,2018,2018,2019/02/07,2019/02/06,2019,2019 (#81),read,,,,1,0
24796276,"50 Politics Classics: Freedom Equality Power: Mind-Changing, World-Changing Ideas from Fifty Landmark Books",Tom Butler-Bowdon,"Butler-Bowdon, Tom",,"=""1857886291""","=""9781857886290""",3,4.02,Nicholas Brealey,Paperback,336,2015,2015,2019/02/06,2019/02/01,"2019, non-fiction, philosophy-theology","2019 (#80), non-fiction (#182), philosophy-theology (#95)",read,,,,1,0
38315,Fooled by Randomness: The Hidden Role of Chance in Life and in the Markets,Nassim Nicholas Taleb,"Taleb, Nassim Nicholas",,"=""0812975219""","=""9780812975215""",4,4.08,Random House Trade Paperbacks,Paperback,368,2005,2001,,2019/02/01,"2019, non-fiction, science-history","2019 (#79), non-fiction (#181), science-history (#97)",read,,,,1,0
150129,Dreams of a Final Theory: The Scientist's Search for the Ultimate Laws of Nature,Steven Weinberg,"Weinberg, Steven",,"=""0679744088""","=""9780679744085""",4,4.08,Vintage,Paperback,340,1994,1987,2019/01/31,2019/01/28,"2019, non-fiction, science-history","2019 (#78), non-fiction (#180), science-history (#96)",read,,,,1,0
